open,high,low,close
357.55,357.6,357.4,357.55
357.5,357.6,357.2,357.25
357.45,357.75,357.25,357.7
357.7,358.9,357.7,358.9
358.55,358.8,358.3,358.65
358.7,358.8,358.35,358.7
358.55,359.4,358.5,359.1
359.3,359.35,359.05,359.25
359.3,359.65,359.15,359.25
359.25,359.55,359.15,359.3
359.3,359.45,358.75,359.2
359.05,359.15,358.65,358.7
358.85,358.85,358.5,358.65
358.55,358.65,358.5,358.6
358.5,358.85,358.5,358.85
358.7,358.9,358.7,358.85
358.9,358.9,358.4,358.5
358.5,358.5,357.75,358.1
358.3,358.85,358.1,358.85
358.75,358.85,358.5,358.85
358.85,358.85,358.5,358.65
358.55,359.0,358.55,359.0
359.0,359.25,358.8,358.9
359.05,359.1,358.75,358.95
359.0,359.0,358.75,358.9
358.85,358.9,358.7,358.75
358.75,358.85,358.55,358.8
358.8,358.85,358.6,358.7
358.7,359.1,358.7,359.05
359.05,359.05,358.5,358.5
358.45,358.45,358.25,358.3
358.35,359.0,358.35,359.0
358.85,359.3,358.8,359.25
359.15,359.45,359.15,359.2
359.2,359.3,359.05,359.25
359.2,359.3,358.9,358.9
358.85,359.0,358.8,358.85
358.85,359.05,358.85,358.95
359.05,359.15,358.85,359.05
359.0,359.2,359.0,359.15
359.1,359.2,359.0,359.1
359.05,359.1,358.9,359.0
359.0,359.0,358.8,358.8
358.8,358.85,358.6,358.65
358.7,358.7,358.55,358.6
358.65,358.7,358.5,358.6
358.55,358.65,358.4,358.5
358.5,358.5,358.0,358.0
357.9,358.25,357.9,358.25
358.15,358.35,358.1,358.15
358.3,358.45,358.15,358.4
358.4,358.8,358.35,358.8
358.8,359.2,358.75,358.9
358.95,358.95,358.6,358.75
358.6,358.85,358.4,358.4
358.35,358.4,358.2,358.35
358.3,358.85,358.3,358.55
358.6,358.7,358.5,358.65
358.7,358.8,358.45,358.6
358.55,358.75,358.55,358.75
358.7,358.8,358.65,358.7
358.75,358.9,358.55,358.85
358.85,358.9,358.75,358.9
358.9,359.1,358.8,359.05
359.0,359.4,359.0,359.25
359.15,359.4,359.0,359.0
359.1,359.1,358.85,358.9
358.95,359.0,358.85,358.95
359.05,359.3,359.05,359.2
359.05,359.2,358.8,358.85
358.75,359.15,358.75,359.0
359.05,359.15,359.0,359.15
359.15,359.25,359.05,359.15
359.2,359.2,359.05,359.1
359.1,359.5,359.1,359.5
359.5,359.5,359.25,359.35
359.25,359.45,359.2,359.25
359.25,359.25,359.05,359.1
359.2,359.5,359.05,359.5
359.4,359.5,359.25,359.4
359.3,359.4,359.1,359.35
359.25,359.3,359.1,359.15
359.1,359.15,359.0,359.15
359.1,359.3,359.05,359.2
359.15,359.35,359.15,359.3
359.3,359.4,359.2,359.3
359.35,359.4,359.2,359.4
359.35,359.35,359.1,359.1
359.05,359.15,359.05,359.15
359.1,359.15,358.9,359.0
359.0,359.0,358.8,358.9
358.9,358.95,358.7,358.75
358.8,358.9,358.6,358.8
358.8,359.0,358.8,358.95
358.85,359.0,358.8,359.0
359.05,359.95,359.0,359.95
360.2,361.0,360.0,360.6
360.6,360.7,360.5,360.55
