open,high,low,close
185.3,185.4,185.3,185.3
185.3,185.5,185.1,185.3
185.45,185.55,185.3,185.55
185.5,185.6,185.45,185.45
185.5,185.65,185.5,185.65
185.6,185.7,185.55,185.55
185.55,185.7,185.5,185.5
185.5,185.6,185.45,185.6
185.55,185.65,185.45,185.45
185.45,185.6,185.4,185.6
185.55,185.7,185.3,185.4
185.35,185.4,185.25,185.4
185.4,185.45,185.25,185.3
185.3,185.85,185.3,185.8
185.7,185.8,185.55,185.7
185.7,185.8,185.65,185.7
185.75,185.8,185.65,185.7
185.7,186.75,185.55,186.75
186.75,186.75,186.15,186.2
186.25,186.45,185.95,186.1
186.15,186.15,185.5,185.55
185.4,185.55,185.2,185.25
185.2,185.25,185.0,185.05
185.05,185.05,184.65,184.75
184.6,184.65,184.5,184.55
184.95,185.45,184.85,185.3
185.3,185.3,185.0,185.25
185.1,185.35,185.1,185.25
185.35,185.4,185.1,185.15
185.15,185.3,185.1,185.1
185.1,185.65,185.05,185.55
185.55,185.75,185.45,185.65
185.7,185.9,185.7,185.9
185.9,185.9,185.75,185.8
185.85,185.9,185.8,185.8
185.8,186.05,185.8,186.0
186.0,186.05,185.9,186.0
186.05,186.25,185.95,186.0
186.25,186.3,186.15,186.2
186.15,186.2,186.05,186.1
186.1,186.45,186.1,186.4
186.4,186.4,186.2,186.25
186.25,186.45,186.25,186.45
186.4,186.5,186.4,186.4
186.4,186.45,186.4,186.4
186.4,186.45,186.3,186.45
186.45,186.45,186.3,186.3
186.45,186.45,186.1,186.1
186.1,186.6,186.1,186.4
186.4,186.5,186.2,186.2
186.15,186.15,185.8,185.85
185.85,186.15,185.8,186.15
186.15,186.15,186.0,186.05
186.1,186.1,185.9,185.9
185.75,185.85,185.6,185.75
185.7,185.75,185.6,185.65
185.7,185.85,185.65,185.7
185.65,185.85,185.65,185.85
185.85,185.9,185.75,185.85
185.8,185.8,185.75,185.8
185.8,185.8,185.75,185.8
185.85,186.05,185.75,186.05
185.95,186.05,185.85,185.95
186.0,186.1,185.9,185.9
185.85,185.9,185.7,185.75
185.8,185.8,185.7,185.8
185.8,186.0,185.7,186.0
186.05,186.4,186.0,186.35
186.35,186.35,186.05,186.25
186.3,186.35,186.2,186.3
186.35,186.35,186.15,186.15
186.15,186.2,186.1,186.15
186.2,186.2,186.05,186.1
186.15,186.2,186.0,186.15
186.1,186.2,186.1,186.15
186.15,186.3,186.15,186.25
186.25,186.3,186.2,186.25
186.25,186.3,186.15,186.25
186.2,186.3,186.2,186.3
186.35,186.35,186.3,186.35
186.3,186.35,186.15,186.2
186.3,186.3,186.0,186.1
186.05,186.1,185.75,185.75
185.9,185.9,185.8,185.8
185.75,185.9,185.7,185.8
185.85,185.9,185.7,185.7
185.7,185.8,185.6,185.6
185.6,185.65,185.55,185.65
185.6,185.75,185.6,185.65
185.65,185.65,185.5,185.5
185.55,185.85,185.5,185.8
185.8,185.8,185.6,185.6
185.65,185.7,185.55,185.6
185.6,185.7,185.55,185.55
185.55,185.65,185.55,185.65
185.7,185.7,185.55,185.65
185.65,185.65,185.5,185.55
185.5,185.55,185.5,185.5
185.5,185.6,185.5,185.5
185.55,185.6,185.45,185.45
185.4,185.45,185.2,185.25
185.2,185.25,185.2,185.2
